gene,csome,start,end,strand
PBANKA_0409600,4,356704,359288,forward
PBANKA_0409700,4,359895,362966,forward
PBANKA_0409800,4,363931,365897,forward
PBANKA_0409900,4,366592,368562,reverse
PBANKA_0410000,4,369245,370138,forward
PBANKA_0410100,4,370985,373042,forward
PBANKA_0410200,4,373190,376222,reverse
PBANKA_0410300,4,377264,378175,forward
PBANKA_0410400,4,379254,381512,reverse
PBANKA_0410500,4,384340,386508,forward
PBANKA_0410541,4,387217,387289,forward
PBANKA_0410561,4,387795,387868,reverse
PBANKA_0410600,4,388544,389322,forward
PBANKA_0410650,4,390315,391601,forward
PBANKA_0410700,4,392246,393271,reverse
PBANKA_0410800,4,393953,396494,forward
PBANKA_0410900,4,396912,397547,reverse
PBANKA_0411000,4,397669,398799,reverse
PBANKA_0411100,4,399444,401429,reverse
PBANKA_0411200,4,401895,404255,forward
PBANKA_0411300,4,404531,407187,reverse
PBANKA_0411400,4,407473,410933,reverse
PBANKA_0411500,4,411571,414125,forward
PBANKA_0411600,4,414205,417078,reverse
PBANKA_0411700,4,418781,420411,forward
PBANKA_0411800,4,420745,422336,reverse
PBANKA_0411900,4,422941,424179,forward
PBANKA_0411950,4,424426,428352,reverse
PBANKA_0412000,4,428593,429726,reverse
PBANKA_0412100,4,430838,431764,reverse
PBANKA_0412200,4,434797,435678,forward
PBANKA_0412300,4,437000,437698,forward
PBANKA_0412400,4,438447,441209,reverse
PBANKA_0412500,4,449951,452687,forward
PBANKA_0412600,4,454202,455656,forward
PBANKA_0412700,4,456347,457043,forward
PBANKA_0412800,4,457776,458459,reverse
PBANKA_0412900,4,462132,467849,forward
PBANKA_0413000,4,468932,475693,forward
PBANKA_0413200,4,476000,476698,reverse
PBANKA_0413300,4,478204,478899,reverse
PBANKA_0413400,4,482340,483739,forward
PBANKA_0413500,4,484860,488050,forward
PBANKA_0413600,4,488282,489079,reverse
PBANKA_0413700,4,490424,491372,forward
PBANKA_0413800,4,491571,492491,reverse
PBANKA_0413900,4,493878,494798,forward
PBANKA_0414000,4,495079,501032,reverse
PBANKA_0414100,4,504394,505710,forward
PBANKA_0414200,4,506032,508635,reverse
PBANKA_0414300,4,510334,511707,forward
PBANKA_0414400,4,512513,513798,reverse
PBANKA_0414500,4,516857,517734,forward
PBANKA_0414600,4,520129,520638,forward
PBANKA_0414700,4,525097,527133,forward
PBANKA_0414800,4,527620,528684,reverse
PBANKA_0414900,4,530327,532468,forward
PBANKA_0415000,4,532930,534303,reverse
PBANKA_0415100,4,535288,536910,forward
PBANKA_0415200,4,537804,539075,reverse
PBANKA_0415300,4,540178,544860,forward
PBANKA_0415400,4,545320,549710,reverse
PBANKA_0415500,4,552926,555925,forward
PBANKA_0415600,4,556650,559821,reverse
PBANKA_0415700,4,562277,564679,forward
PBANKA_0415800,4,564859,568367,reverse
PBANKA_0415900,4,570131,570841,reverse
PBANKA_0416000,4,574017,577578,forward
PBANKA_0416100,4,578979,596483,forward
PBANKA_0416200,4,598563,601838,forward
PBANKA_0416300,4,604336,610648,forward
PBANKA_0416400,4,611890,612702,forward
PBANKA_0416500,4,614163,620292,forward
PBANKA_0416600,4,620983,622728,reverse
PBANKA_0416700,4,625346,626022,forward
PBANKA_0416800,4,626770,631082,reverse
PBANKA_0416900,4,633246,633743,reverse
PBANKA_0417000,4,635115,635672,forward
PBANKA_0417100,4,636392,644664,forward
PBANKA_0417200,4,645124,646083,reverse
PBANKA_0417300,4,648481,652812,forward
PBANKA_0417400,4,653969,655003,forward
PBANKA_0417500,4,655862,656582,reverse
PBANKA_0417600,4,658002,662733,reverse
PBANKA_0417700,4,663999,666052,reverse
PBANKA_0417800,4,667839,672309,reverse
PBANKA_0417900,4,673685,677398,reverse
PBANKA_0418000,4,680493,687924,forward
PBANKA_0418100,4,689050,697380,reverse
PBANKA_0418200,4,701407,703442,forward
PBANKA_0418300,4,705421,706158,forward
PBANKA_0418400,4,706754,707242,reverse
PBANKA_0418500,4,710590,712172,forward
PBANKA_0500100,5,880,2464,forward
PBANKA_0500200,5,3944,5055,reverse
PBANKA_0500600,5,7721,8634,reverse
PBANKA_0500700,5,9747,11271,forward
PBANKA_0500721,5,11771,12850,reverse
PBANKA_0500741,5,15393,16302,reverse
PBANKA_0500781,5,17732,20594,reverse
PBANKA_0500950,5,23362,24464,reverse
PBANKA_0500971,5,26861,27929,reverse
PBANKA_0501000,5,33681,42012,forward
PBANKA_0501051,5,43366,44985,forward
PBANKA_0501100,5,47223,47687,forward
PBANKA_0501200,5,49812,50474,reverse
PBANKA_0501300,5,53651,56944,forward
PBANKA_0501400,5,58050,58817,reverse
PBANKA_0501500,5,60539,62366,forward
PBANKA_0501600,5,63289,64852,reverse
PBANKA_0501700,5,65922,67621,reverse
PBANKA_0501800,5,69538,70311,forward
PBANKA_0501900,5,72608,74221,forward
PBANKA_0502000,5,75586,77160,forward
PBANKA_0502100,5,77693,80763,reverse
PBANKA_0502200,5,82118,83709,forward
PBANKA_0502300,5,84710,86146,forward
PBANKA_0502400,5,86641,87399,forward
PBANKA_0502500,5,87950,94354,reverse
PBANKA_0502600,5,96257,98404,reverse
PBANKA_0502650,5,99859,100797,forward
PBANKA_0502700,5,101075,102061,reverse
PBANKA_0502800,5,102897,107624,reverse
PBANKA_0502900,5,110248,111888,forward
PBANKA_0503000,5,113639,115218,forward
PBANKA_0503100,5,115393,117297,reverse
PBANKA_0503200,5,119803,126263,forward
PBANKA_0503300,5,126963,131369,reverse
PBANKA_0503400,5,132988,133713,forward
PBANKA_0503500,5,134198,138815,reverse
PBANKA_0503600,5,146219,146762,forward
PBANKA_0503700,5,147413,154477,reverse
PBANKA_0503800,5,156155,158755,forward
PBANKA_0503900,5,159316,161013,reverse
PBANKA_0504000,5,161812,164604,reverse
PBANKA_0504100,5,166490,166864,reverse
PBANKA_0504200,5,168820,170904,reverse
PBANKA_0504300,5,172045,172736,reverse
PBANKA_0504400,5,173716,176514,reverse
PBANKA_0504500,5,178009,179988,forward
PBANKA_0504600,5,180235,181811,reverse
PBANKA_0504700,5,182380,183678,forward
PBANKA_0504800,5,184105,188972,forward
PBANKA_0504900,5,190127,193792,forward
PBANKA_0505000,5,194446,197361,forward
PBANKA_0505100,5,198487,199559,reverse
PBANKA_0505200,5,201996,203574,reverse
PBANKA_0505300,5,204299,209155,reverse
PBANKA_0505400,5,210532,212292,reverse
PBANKA_0505500,5,213631,215110,reverse
PBANKA_0505600,5,216802,219391,forward
PBANKA_0505700,5,219941,221770,reverse
PBANKA_0505800,5,222500,223288,forward
PBANKA_0505900,5,223927,241236,reverse
PBANKA_0506000,5,243122,249242,reverse
PBANKA_0506100,5,251165,256213,reverse
PBANKA_0506200,5,262315,266384,forward
PBANKA_0506300,5,267280,268202,reverse
PBANKA_0506400,5,268668,270956,reverse
PBANKA_0506500,5,274273,275717,forward
PBANKA_0506600,5,281228,283197,reverse
PBANKA_0506700,5,285160,286860,reverse
PBANKA_0506800,5,288595,291228,forward
PBANKA_0506900,5,291663,292958,reverse
PBANKA_0507000,5,295389,297848,forward
PBANKA_0507100,5,298175,299062,reverse
PBANKA_0507200,5,300222,301421,reverse
PBANKA_0507300,5,302326,318255,reverse
PBANKA_0507400,5,320328,321332,forward
PBANKA_0507500,5,322430,323463,reverse
PBANKA_0507600,5,323491,325135,forward
PBANKA_0507700,5,325188,325475,reverse
PBANKA_0507800,5,325576,328230,reverse
PBANKA_0507900,5,329191,331287,forward
PBANKA_0508000,5,332539,334421,forward
PBANKA_0508100,5,335539,343560,reverse
PBANKA_0508200,5,349420,350913,forward
PBANKA_0508300,5,351934,355029,reverse
PBANKA_0508400,5,356143,356631,reverse
PBANKA_0508500,5,357340,357735,forward
PBANKA_0508600,5,358042,359557,reverse
PBANKA_0508700,5,360650,361318,forward
PBANKA_0508800,5,361423,363368,reverse
PBANKA_0508900,5,364034,365488,forward
PBANKA_0509000,5,366840,369815,forward
PBANKA_0509100,5,370483,373875,reverse
PBANKA_0509200,5,374408,377565,reverse
PBANKA_0509300,5,380619,382892,forward
PBANKA_0509400,5,383256,384374,reverse
PBANKA_0509500,5,385203,387824,reverse
PBANKA_0509600,5,388944,393894,reverse
PBANKA_0509700,5,394391,409801,reverse
PBANKA_0509800,5,411060,411260,forward
PBANKA_0509900,5,411650,412231,forward
PBANKA_0510000,5,412543,413043,reverse
PBANKA_0510100,5,413821,419182,reverse
PBANKA_0510200,5,420547,421788,reverse
PBANKA_0510300,5,423213,424212,forward
PBANKA_0510400,5,424563,426131,reverse
PBANKA_0510500,5,426881,429610,forward
PBANKA_0510600,5,430340,431965,reverse
PBANKA_0510700,5,433227,433436,reverse
PBANKA_0510800,5,434702,439033,reverse
PBANKA_0510900,5,442527,443611,forward
PBANKA_0511000,5,444728,445591,forward
PBANKA_0511100,5,446047,449493,reverse
PBANKA_0511200,5,451463,453496,reverse
PBANKA_0511300,5,455375,456976,forward
PBANKA_0511400,5,457605,459183,reverse
PBANKA_0511500,5,461281,462040,reverse
PBANKA_0511600,5,462757,463281,forward
PBANKA_0511700,5,463458,465628,reverse
PBANKA_0511800,5,466127,467283,reverse
PBANKA_0511900,5,468739,469899,reverse
PBANKA_0512000,5,471904,474167,forward
PBANKA_0512100,5,474786,478150,forward
PBANKA_0512200,5,478871,480889,forward
PBANKA_0512300,5,481486,482304,reverse
PBANKA_0512400,5,483322,484479,reverse
PBANKA_0512500,5,485612,486808,forward
PBANKA_0512600,5,487226,489117,reverse
PBANKA_0512700,5,490695,491792,reverse
PBANKA_0512800,5,494522,496495,forward
PBANKA_0512900,5,496916,497384,reverse
PBANKA_0513000,5,498870,500094,reverse
PBANKA_0513100,5,503516,507740,forward
PBANKA_0513200,5,508497,510194,forward
PBANKA_0513300,5,510506,512734,reverse
PBANKA_0513400,5,513612,515171,reverse
PBANKA_0513500,5,516238,516579,reverse
PBANKA_0513600,5,517733,518824,forward
PBANKA_0513700,5,519374,521922,reverse
PBANKA_0513800,5,522782,524107,reverse
PBANKA_0513900,5,527453,531493,forward
PBANKA_0514000,5,532773,533577,forward
PBANKA_0514100,5,534064,538127,reverse
PBANKA_0514200,5,539168,540427,reverse
PBANKA_0514300,5,541764,544607,reverse
PBANKA_0514400,5,549581,550456,reverse
PBANKA_0514500,5,552514,553686,forward
PBANKA_0514600,5,554171,555913,reverse
PBANKA_0514700,5,556556,557275,forward
PBANKA_0514800,5,557902,558621,forward
PBANKA_0514900,5,559422,560063,reverse
PBANKA_0515000,5,561489,562142,reverse
PBANKA_0515100,5,563361,564034,reverse
PBANKA_0515200,5,565880,566974,forward
PBANKA_0515300,5,567818,569893,forward
PBANKA_0515350,5,571307,573179,forward
PBANKA_0515400,5,577225,579195,forward
PBANKA_0515500,5,581042,581859,forward
PBANKA_0515600,5,582346,584002,reverse
PBANKA_0515700,5,584376,586832,reverse
PBANKA_0515800,5,587381,589613,reverse
PBANKA_0515900,5,593038,596031,forward
PBANKA_0516000,5,596467,597415,reverse
PBANKA_0516100,5,598365,600641,forward
PBANKA_0516200,5,600815,602829,reverse
PBANKA_0516300,5,603979,605033,reverse
PBANKA_0516400,5,607049,608092,forward
PBANKA_0516500,5,608577,609932,reverse
PBANKA_0516600,5,610894,612335,reverse
PBANKA_0516700,5,613391,618007,reverse
PBANKA_0516800,5,618910,620406,forward
PBANKA_0516900,5,621343,625554,reverse
PBANKA_0517000,5,628632,629573,forward
PBANKA_0517100,5,630946,631615,reverse
PBANKA_0517200,5,632383,633273,forward
PBANKA_0517300,5,634479,636551,forward
PBANKA_0517400,5,637132,639843,reverse
PBANKA_0517500,5,641272,643118,forward
PBANKA_0517600,5,643900,646279,forward
PBANKA_0517700,5,647117,648319,reverse
PBANKA_0517800,5,651398,653326,reverse
PBANKA_0517900,5,654098,655163,reverse
PBANKA_0518000,5,655706,656338,forward
PBANKA_0518100,5,657588,659384,forward
PBANKA_0518200,5,660064,661959,reverse
PBANKA_0518300,5,664112,669331,forward
PBANKA_0518400,5,669798,670625,reverse
PBANKA_0518500,5,671730,672266,forward
PBANKA_0518600,5,672991,675457,forward
PBANKA_0518700,5,677079,679775,forward
PBANKA_0518800,5,680579,683761,reverse
PBANKA_0518900,5,686159,687592,forward
PBANKA_0519000,5,688663,690927,forward
PBANKA_0519100,5,693089,693973,forward
PBANKA_0519200,5,695401,696582,forward
PBANKA_0519300,5,697906,699636,forward
PBANKA_0519400,5,701104,702897,forward
PBANKA_0519500,5,704587,705303,forward
PBANKA_0519600,5,706751,707685,forward
PBANKA_0519700,5,707940,709565,reverse
PBANKA_0519800,5,710549,713590,reverse
PBANKA_0519900,5,714500,719748,reverse
PBANKA_0520000,5,723066,725270,reverse
PBANKA_0520100,5,726926,730614,forward
PBANKA_0520200,5,731281,732186,reverse
PBANKA_0520300,5,734381,737749,reverse
PBANKA_0520400,5,740192,742441,forward
PBANKA_0520500,5,743741,746701,forward
PBANKA_0520600,5,748232,748904,forward
PBANKA_0520700,5,749084,754290,reverse
PBANKA_0520800,5,754907,756380,reverse
PBANKA_0520900,5,757268,758230,forward
PBANKA_0521000,5,758778,761567,reverse
PBANKA_0521100,5,762207,762627,forward
PBANKA_0521200,5,762840,765014,reverse
PBANKA_0521221,5,768187,770234,forward
PBANKA_0521241,5,770761,770896,forward
PBANKA_0521261,5,772607,776624,forward
PBANKA_0521300,5,778441,786849,reverse
PBANKA_0521400,5,790041,791807,forward
PBANKA_0521500,5,792580,796248,reverse
PBANKA_0521600,5,798147,799709,forward
PBANKA_0521700,5,804391,812718,forward
PBANKA_0521800,5,814582,815379,forward
PBANKA_0521900,5,815782,816984,reverse
PBANKA_0522000,5,818241,819638,forward
PBANKA_0522100,5,819698,825741,reverse
PBANKA_0522200,5,827806,828165,forward
PBANKA_0522300,5,828981,829208,forward
PBANKA_0522400,5,830386,831932,forward
PBANKA_0522500,5,832747,833853,forward
PBANKA_0522600,5,834993,843971,reverse
PBANKA_0522700,5,848149,849830,forward
PBANKA_0522800,5,851991,852951,forward
PBANKA_0522900,5,854693,862054,forward
PBANKA_0523000,5,862161,862580,reverse
PBANKA_0523100,5,863845,865017,forward
PBANKA_0523200,5,866523,868666,forward
PBANKA_0523300,5,869087,870251,forward
PBANKA_0523400,5,871355,872089,forward
PBANKA_0523500,5,872537,873222,reverse
PBANKA_0523600,5,873622,874275,forward
PBANKA_0523700,5,874814,875812,reverse
PBANKA_0523800,5,878004,878507,forward
PBANKA_0523900,5,880573,881766,forward
PBANKA_0524000,5,882750,886316,reverse
PBANKA_0524100,5,888225,889206,reverse
PBANKA_0524200,5,890531,890998,reverse
PBANKA_0524300,5,894066,895250,reverse
PBANKA_0524400,5,897165,898375,reverse
PBANKA_0524500,5,900990,901852,reverse
PBANKA_0524600,5,903992,904803,reverse
PBANKA_0524700,5,910115,912994,forward
PBANKA_0524800,5,916590,916937,reverse
PBANKA_0524821,5,919110,920729,reverse
PBANKA_0524841,5,922083,930418,reverse
PBANKA_0600011,6,735,1948,reverse
PBANKA_0600021,6,5374,6996,forward
PBANKA_0600031,6,7709,10268,reverse
PBANKA_0600041,6,13291,15795,reverse
PBANKA_0600051,6,18416,19611,reverse
PBANKA_0600061,6,22712,23613,reverse
PBANKA_0600071,6,30467,35792,forward
PBANKA_0600081,6,42122,43332,reverse
PBANKA_0600086,6,45671,46929,reverse
PBANKA_0600091,6,50516,50918,reverse
PBANKA_0600096,6,53351,54540,reverse
PBANKA_0600100,6,57002,58209,reverse
PBANKA_0600200,6,60729,61856,reverse
PBANKA_0600251,6,64584,65743,reverse
PBANKA_0600300,6,68066,69301,reverse
PBANKA_0600351,6,75287,83735,forward
PBANKA_0600400,6,85034,86588,forward
PBANKA_0600500,6,89938,91356,forward
PBANKA_0600600,6,93181,94140,reverse
PBANKA_0600700,6,95250,95840,reverse
PBANKA_0600800,6,97292,97924,reverse
PBANKA_0600900,6,99080,100064,reverse
PBANKA_0601000,6,100982,104963,reverse
PBANKA_0601100,6,106713,107684,reverse
PBANKA_0601200,6,109744,131276,forward
PBANKA_0601300,6,131309,132868,reverse
PBANKA_0601500,6,133832,136687,reverse
PBANKA_0601600,6,137741,143773,reverse
PBANKA_0601700,6,146768,148612,forward
PBANKA_0601800,6,149276,149765,forward
PBANKA_0601900,6,151089,151406,reverse
PBANKA_0602000,6,154898,158014,forward
PBANKA_0602100,6,158273,158867,reverse
PBANKA_0602200,6,159485,159934,forward
PBANKA_0602300,6,160398,162836,reverse
PBANKA_0602400,6,164121,167192,forward
PBANKA_0602500,6,167691,169325,reverse
PBANKA_0602600,6,170295,171074,forward
PBANKA_0602700,6,172167,173845,reverse
PBANKA_0602800,6,176921,178217,forward
PBANKA_0602900,6,179400,180718,forward
PBANKA_0603000,6,180866,183553,reverse
PBANKA_0603100,6,184502,186058,forward
PBANKA_0603200,6,186374,186859,reverse
PBANKA_0603300,6,188330,190769,reverse
PBANKA_0603400,6,191376,192272,reverse
PBANKA_0603500,6,193599,194714,forward
PBANKA_0603600,6,195416,196345,forward
PBANKA_0603650,6,197020,197793,forward
PBANKA_0603700,6,198655,200875,forward
PBANKA_0603800,6,201367,203559,reverse
PBANKA_0603900,6,204453,205592,reverse
PBANKA_0604000,6,207993,208997,forward
PBANKA_0604100,6,210192,212897,reverse
PBANKA_0604200,6,218592,222220,forward
PBANKA_0604300,6,223498,225431,reverse
PBANKA_0604400,6,227334,228323,forward
PBANKA_0604500,6,229909,237120,forward
PBANKA_0604600,6,237659,241177,reverse
PBANKA_0604700,6,242888,243796,reverse
PBANKA_0604800,6,245012,248219,reverse
PBANKA_0604900,6,249778,257208,reverse
PBANKA_0605000,6,258731,259861,forward
PBANKA_0605100,6,260317,262446,forward
PBANKA_0605200,6,262915,267180,reverse
PBANKA_0605300,6,268546,270093,reverse
PBANKA_0605400,6,274508,276541,forward
PBANKA_0605500,6,277430,279871,forward
PBANKA_0605600,6,280779,288138,reverse
PBANKA_0605700,6,290664,293027,reverse
PBANKA_0605800,6,295419,296612,reverse
PBANKA_0605900,6,297841,298981,forward
PBANKA_0606000,6,300127,300954,forward
PBANKA_0606100,6,301339,302982,reverse
PBANKA_0606200,6,303504,305541,reverse
PBANKA_0606300,6,306125,308770,reverse
PBANKA_0606400,6,309309,310663,reverse
PBANKA_0606500,6,311298,311891,forward
PBANKA_0606600,6,312770,325994,forward
PBANKA_0606700,6,326737,337411,forward
PBANKA_0606800,6,338727,339447,forward
PBANKA_0606900,6,340936,345462,forward
PBANKA_0607000,6,345940,350322,reverse
PBANKA_0607100,6,351198,351425,forward
PBANKA_0607200,6,352453,353873,forward
PBANKA_0607300,6,354402,357056,reverse
PBANKA_0607400,6,362272,366489,forward
PBANKA_0607500,6,368568,369181,reverse
PBANKA_0607600,6,371352,372175,forward
PBANKA_0607700,6,372978,376724,reverse
PBANKA_0607800,6,379545,381464,forward
PBANKA_0607900,6,382560,385617,forward
PBANKA_0608000,6,386419,387735,forward
PBANKA_0608100,6,388811,390618,forward
PBANKA_0608200,6,390657,391229,reverse
PBANKA_0608300,6,392324,394690,reverse
PBANKA_0608400,6,396331,397502,forward
PBANKA_0608500,6,398505,399434,reverse
PBANKA_0608600,6,401380,404004,reverse
PBANKA_0608700,6,407339,407932,forward
PBANKA_0608800,6,408395,410050,reverse
PBANKA_0608900,6,411061,413661,reverse
PBANKA_0609000,6,414565,415959,forward
PBANKA_0609100,6,416829,420338,reverse
PBANKA_0609200,6,421994,423576,reverse
PBANKA_0609250,6,425023,425145,reverse
PBANKA_0609300,6,425980,428567,forward
PBANKA_0609500,6,429944,435041,forward
PBANKA_0609600,6,435884,436585,forward
PBANKA_0609700,6,437113,441468,reverse
PBANKA_0609800,6,442444,445982,reverse
PBANKA_0609900,6,448184,449389,forward
PBANKA_0610000,6,450413,451612,reverse
PBANKA_0610100,6,453269,461709,forward
PBANKA_0610200,6,463815,466958,forward
PBANKA_0610300,6,468199,469324,forward
PBANKA_0610400,6,470626,475104,reverse
PBANKA_0610500,6,477471,478383,reverse
PBANKA_0610600,6,479447,480904,forward
PBANKA_0610700,6,481308,482263,reverse
PBANKA_0610800,6,484623,486515,forward
PBANKA_0610900,6,487686,489406,reverse
PBANKA_0611000,6,491487,492041,forward
PBANKA_0611100,6,493782,496631,forward
PBANKA_0611200,6,496862,498508,reverse
PBANKA_0611300,6,499620,500237,reverse
PBANKA_0611400,6,501728,503791,reverse
PBANKA_0611500,6,505694,506689,forward
PBANKA_0611600,6,509994,512749,forward
PBANKA_0611700,6,513312,514016,reverse
PBANKA_0611800,6,514961,517207,reverse
PBANKA_0611900,6,518645,519415,forward
PBANKA_0612000,6,520123,520845,forward
PBANKA_0612100,6,521120,523739,forward
PBANKA_0612200,6,525768,529523,forward
PBANKA_0612300,6,530182,532680,reverse
PBANKA_0612400,6,535220,538483,forward
