Old Gene ID,current_version_ID,gene_name,gene_product,PfID
PBANKA_021210,PBANKA_0212100,,"eukaryotic translation initiation factor 2 subunit alpha, putative",PF3D7_0728000
PBANKA_021220,PBANKA_0212200,,"conserved Plasmodium protein, unknown function",PF3D7_0728100
PBANKA_021230,PBANKA_0212300,ALP3,"actin-like protein, putative",PF3D7_0728200
PBANKA_021240,PBANKA_0212400,,"conserved Plasmodium protein, unknown function",PF3D7_0728300
PBANKA_021250,PBANKA_0212500,,"conserved Plasmodium protein, unknown function",PF3D7_0728400.1
PBANKA_021260,PBANKA_0212600,,"conserved Plasmodium protein, unknown function",PF3D7_0728500
PBANKA_021270,PBANKA_0212700,,"zinc finger protein, putative",PF3D7_0728600
PBANKA_021280,PBANKA_0212800,,"alpha/beta hydrolase, putative",PF3D7_0728700
PBANKA_021290,PBANKA_0212900,,"conserved Plasmodium protein, unknown function",PF3D7_0728800
PBANKA_021300,PBANKA_0213000,,"RNA-binding protein, putative",PF3D7_0728900
PBANKA_021310,PBANKA_0213100,SRP9,"signal recognition particle subunit SRP9, putative",PF3D7_0729000
PBANKA_021320,PBANKA_0213200,,"conserved Plasmodium protein, unknown function",PF3D7_0729100
PBANKA_021330,PBANKA_0213300,AOP,"1-cys peroxiredoxin, putative",PF3D7_0729200
PBANKA_021340,PBANKA_0213400,NMD3,"60S ribosomal export protein NMD3, putative",PF3D7_0729300
PBANKA_021350,PBANKA_0213500,,"ribosome biogenesis protein BRX1 homolog, putative",PF3D7_0729400
PBANKA_021360,PBANKA_0213600,,"mRNA (N6-adenosine)-methyltransferase, putative",PF3D7_0729500
PBANKA_021370,PBANKA_0213700,,"conserved Plasmodium protein, unknown function",PF3D7_0729600
PBANKA_021380,PBANKA_0213800,,"conserved Plasmodium protein, unknown function",PF3D7_0729700
PBANKA_021390,PBANKA_0213900,,"dynein light chain, putative",PF3D7_0729800
PBANKA_021400,PBANKA_0214000,,"dynein heavy chain, putative",PF3D7_0729900
PBANKA_021410,PBANKA_0214100,,"conserved Plasmodium protein, unknown function",PF3D7_0730000
PBANKA_021420,PBANKA_0214200,,"tRNA pseudouridine synthase D, putative",PF3D7_0730100
PBANKA_021430,PBANKA_0214300,,"AP-4 complex subunit beta, putative",PF3D7_0730200
PBANKA_021440,PBANKA_0214400,AP2-L,transcription factor with AP2 domain(s),PF3D7_0730300
PBANKA_021450,PBANKA_0214500,,"conserved Plasmodium protein, unknown function",PF3D7_0730400
PBANKA_021460,PBANKA_0214600,,"Plasmodium exported protein, unknown function",#N/A
PBANKA_021470,PBANKA_0214700,,"Plasmodium exported protein, unknown function",#N/A
PBANKA_021480,PBANKA_0214800,,"heat shock protein, putative",#N/A
PBANKA_021490,PBANKA_0214900,,fam-a protein,#N/A
PBANKA_021520,PBANKA_0316600,Pb235,"reticulocyte binding protein, putative",#N/A
PBANKA_021530,PBANKA_0316600,Pb235,"reticulocyte binding protein, putative",#N/A
PBANKA_021540,PBANKA_0316700,,fam-b protein,#N/A
PBANKA_021550,PBANKA_0316800,EMAP2,erythrocyte membrane associated protein 2,#N/A
PBANKA_021560,PBANKA_0316841,,fam-b protein,#N/A
PBANKA_021570,PBANKA_0215700,,BIR protein;PIR protein,#N/A
PBANKA_021580,PBANKA_0215800,,fam-b protein,#N/A
PBANKA_021600,PBANKA_0216000,,BIR protein;PIR protein,#N/A
PBANKA_021610,PBANKA_0316861,,BIR protein;PIR protein,#N/A
PBANKA_021620,PBANKA_0316900,,BIR protein;PIR protein,#N/A
PBANKA_030010,PBANKA_0300100,,BIR protein;PIR protein,#N/A
PBANKA_030020,PBANKA_0300200,,BIR protein;PIR protein,#N/A
PBANKA_030030,PBANKA_0300300,,BIR protein;PIR protein,#N/A
PBANKA_030060,PBANKA_0300600,,"Plasmodium exported protein, unknown function",#N/A
PBANKA_030070,PBANKA_0300700,,"conserved Plasmodium protein, unknown function",PF3D7_0202600.1
PBANKA_030080,PBANKA_0300800,OPP,"octaprenyl pyrophosphate synthase, putative",PF3D7_0202700
PBANKA_030090,PBANKA_0300900,,"conserved Plasmodium protein, unknown function",PF3D7_0202800
PBANKA_030100,PBANKA_0301000,ROPE,"repetitive organellar protein, putative",#N/A
PBANKA_030110,PBANKA_0301100,,"conserved Plasmodium protein, unknown function",PF3D7_0203200
PBANKA_030120,PBANKA_0301200,ERCC1,"ERCC1 nucleotide excision repair protein, putative",PF3D7_0203300
PBANKA_030130,PBANKA_0301300,,"conserved Plasmodium protein, unknown function",PF3D7_0203400
PBANKA_030140,PBANKA_0301400,,"conserved Plasmodium protein, unknown function",PF3D7_0203600
PBANKA_030150,PBANKA_0301500,MAK16,"protein MAK16, putative",PF3D7_0203700
PBANKA_030160,PBANKA_0301600,,"conserved Plasmodium protein, unknown function",PF3D7_0203800
PBANKA_030170,PBANKA_0301700,,"5'-3' exonuclease, putative",PF3D7_0203900
PBANKA_030180,PBANKA_0301800,,"conserved Plasmodium protein, unknown function",PF3D7_0204000
PBANKA_030190,PBANKA_0301900,,"conserved Plasmodium protein, unknown function",PF3D7_0204100
PBANKA_030200,PBANKA_0302000,,"conserved Plasmodium protein, unknown function",PF3D7_0204200
PBANKA_030210,PBANKA_0302100,,"conserved Plasmodium protein, unknown function",PF3D7_0204300
PBANKA_030220,PBANKA_0302200,,"dynein light chain, putative",PF3D7_0204400
PBANKA_030230,PBANKA_0302300,AspAT,"aspartate aminotransferase, putative",PF3D7_0204500
PBANKA_030240,PBANKA_0302400,,"conserved Plasmodium protein, unknown function",PF3D7_0204600
PBANKA_030250,PBANKA_0302500,HT,hexose transporter,PF3D7_0204700
PBANKA_030260,PBANKA_0302600,,"3'-5' exonuclease, putative",PF3D7_0204800
PBANKA_030270,PBANKA_0302700,,"methyltransferase, putative",PF3D7_0204900
PBANKA_030280,PBANKA_0302800,,"conserved Plasmodium protein, unknown function",PF3D7_0205100
PBANKA_030290,PBANKA_0302900,,"conserved Plasmodium protein, unknown function",PF3D7_0205200
PBANKA_030300,PBANKA_0303000,,"conserved Plasmodium protein, unknown function",PF3D7_0205300
PBANKA_030310,PBANKA_0303100,,"PCI domain-containing protein, putative",PF3D7_0205400
PBANKA_030320,PBANKA_0303200,,"DNA-directed RNA polymerase II 16 kDa subunit, putative",PF3D7_0205500
PBANKA_030330,PBANKA_0303300,,"conserved Plasmodium protein, unknown function",PF3D7_0205600
PBANKA_030340,PBANKA_0303400,,"RNA-binding protein, putative",PF3D7_0205700.1
PBANKA_030350,PBANKA_0303500,,"conserved Plasmodium protein, unknown function",PF3D7_0205800
PBANKA_030360,PBANKA_0303600,RPN1,"26S proteasome regulatory subunit RPN1, putative",PF3D7_0205900
PBANKA_030370,PBANKA_0303700,RAD2,"DNA repair protein RAD2, putative",PF3D7_0206000
PBANKA_030380,PBANKA_0303800,SufE,cysteine desulfuration protein SufE,PF3D7_0206100
PBANKA_030390,PBANKA_0303900,PAT,"pantothenate transporter, putative",PF3D7_0206200
PBANKA_030400,PBANKA_0304000,AROM,"pentafunctional AROM polypeptide, putative",PF3D7_0206300
PBANKA_030410,PBANKA_0304100,,"conserved Plasmodium protein, unknown function",PF3D7_0206500
PBANKA_030420,PBANKA_0304200,,"DNA-directed RNA polymerase III subunit RPC10, putative",PF3D7_0206600
PBANKA_030430,PBANKA_0304300,ASL,"adenylosuccinate lyase, putative",PF3D7_0206700
PBANKA_030440,PBANKA_0304400,MSP4/5,merozoite surface protein 4/5,PF3D7_0207000
PBANKA_030450,PBANKA_0304500,,"conserved Plasmodium protein, unknown function",PF3D7_0207100
PBANKA_030460,PBANKA_0304600,,"iron-sulfur assembly protein, putative",PF3D7_0207200
PBANKA_030470,PBANKA_0304700,SERA5,serine repeat antigen 5,PF3D7_0207300
PBANKA_030480,PBANKA_0304800,SERA4,serine repeat antigen 4,#N/A
PBANKA_030490,PBANKA_0304900,SERA3,serine repeat antigen 3,#N/A
PBANKA_030500,PBANKA_0305000,SERA2,serine repeat antigen 2,#N/A
PBANKA_030510,PBANKA_0305100,SERA1,serine repeat antigen 1,#N/A
PBANKA_030520,PBANKA_0305200,,"conserved Plasmodium protein, unknown function",PF3D7_0208100.1
PBANKA_030530,PBANKA_0305300,KRR1,"KRR1 small subunit processome component, putative",PF3D7_0208200
PBANKA_030540,PBANKA_0305400,,"conserved Plasmodium protein, unknown function",PF3D7_0208300
PBANKA_030550,PBANKA_0305500,,"conserved Plasmodium protein, unknown function",PF3D7_0208400
PBANKA_030560,PBANKA_0305600,ACP,"acyl carrier protein, putative",PF3D7_0208500
PBANKA_030570,PBANKA_0305700,RRF1,"ribosome-recycling factor, putative",PF3D7_0208600
PBANKA_030580,PBANKA_0305800,,"conserved Plasmodium protein, unknown function",PF3D7_0208700.1
PBANKA_030590,PBANKA_0305900,,"conserved Plasmodium protein, unknown function",PF3D7_0208800
PBANKA_030600,PBANKA_0306000,P230p,6-cysteine protein,PF3D7_0208900
PBANKA_030610,PBANKA_0306100,P230,transmission-blocking target antigen s230;6-cysteine protein,PF3D7_0209000
PBANKA_030620,PBANKA_0306200,,"phospholipase A2, putative",PF3D7_0209100
PBANKA_030630,PBANKA_0306300,,"3' exoribonuclease, putative",PF3D7_0209200
PBANKA_030640,PBANKA_0306400,IspF,"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, putative",PF3D7_0209300
PBANKA_030650,PBANKA_0306500,,"conserved protein, unknown function",PF3D7_0209400
PBANKA_030660,PBANKA_0306600,,"conserved Plasmodium protein, unknown function",PF3D7_0209500
PBANKA_030670,PBANKA_0306700,,"transporter, putative",PF3D7_0209600
PBANKA_030680,PBANKA_0306800,UAP56,"ATP-dependent RNA helicase UAP56, putative",PF3D7_0209800
PBANKA_030690,PBANKA_0306900,,"Sec61-gamma subunit of protein translocation complex, putative",PF3D7_0210000
PBANKA_030700,PBANKA_0307000,,"60S ribosomal protein L37ae, putative",PF3D7_0210100.1
PBANKA_030710,PBANKA_0307100,,"conserved Plasmodium protein, unknown function",PF3D7_0210200
PBANKA_030720,PBANKA_0307200,,"monocarboxylate transporter, putative",PF3D7_0210300
PBANKA_030730,PBANKA_0307300,,"50S ribosomal protein L33, putative",PF3D7_0210400
PBANKA_030740,PBANKA_0307400,,"conserved Plasmodium protein, unknown function",PF3D7_0210500
PBANKA_030750,PBANKA_0307500,,"conserved Plasmodium protein, unknown function",PF3D7_0210600
PBANKA_030760,PBANKA_0307600,,"syntaxin, putative",PF3D7_0210700
PBANKA_030770,PBANKA_0307700,,"conserved Plasmodium protein, unknown function",PF3D7_0210800
PBANKA_030780,PBANKA_0307800,,"conserved Plasmodium protein, unknown function",PF3D7_0210900
PBANKA_030790,PBANKA_0307900,,"conserved Plasmodium protein, unknown function",PF3D7_0211100
PBANKA_030800,PBANKA_0308000,RAB5a,"ras-related protein Rab-5A, putative",PF3D7_0211200
PBANKA_030810,PBANKA_0308100,,"ubiquinol-cytochrome-c reductase complex assembly factor 1, putative",PF3D7_0211300
PBANKA_030820,PBANKA_0308200,,"apicoplast beta-ketoacyl-acyl carrier protein synthase III precursor, putative",PF3D7_0211400
PBANKA_030830,PBANKA_0308300,,"GAF domain-related protein, putative",PF3D7_0211500
PBANKA_030840,PBANKA_0308400,ALG14,"UDP-N-acetylglucosamine transferase subunit ALG14, putative",PF3D7_0211600
PBANKA_030850,PBANKA_0308500,TKL1,"tyrosine kinase-like protein, putative",PF3D7_0211700
PBANKA_030860,PBANKA_0308600,,"asparagine--tRNA ligase, putative",PF3D7_0211800
PBANKA_030870,PBANKA_0308700,,"conserved Plasmodium protein, unknown function",PF3D7_0211900
PBANKA_030880,PBANKA_0308800,,"GDP-fructose:GMP antiporter, putative",PF3D7_0212000
PBANKA_030890,PBANKA_0308900,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_030900,PBANKA_0309000,,"mitochondrial ribosomal protein L12 precursor, putative",PF3D7_0212200
PBANKA_030910,PBANKA_0309100,,"peptide chain release factor subunit 1, putative",PF3D7_0212300
PBANKA_030920,PBANKA_0309200,,"conserved Plasmodium protein, unknown function",PF3D7_0212400
PBANKA_030930,PBANKA_0309200,,"conserved Plasmodium protein, unknown function",PF3D7_0212400
PBANKA_030940,PBANKA_0309400,,"conserved Plasmodium protein, unknown function",PF3D7_0212500
PBANKA_030950,PBANKA_0309500,SPATR,"secreted protein with altered thrombospondin repeat domain, putative",PF3D7_0212600
PBANKA_030960,PBANKA_0309600,,SRR1-like protein,PF3D7_0212700
PBANKA_030970,PBANKA_0309700,,"multidrug efflux pump, putative",PF3D7_0212800
PBANKA_030980,PBANKA_0309800,,"Leu/Phe-tRNA protein transferase, putative",PF3D7_0212900
PBANKA_030990,PBANKA_0309900,,"conserved Plasmodium protein, unknown function",PF3D7_0213000
PBANKA_031000,PBANKA_0310000,SIS1,"protein SIS1, putative",PF3D7_0213100
PBANKA_031010,PBANKA_0310100,,"conserved Plasmodium protein, unknown function",PF3D7_0213200
PBANKA_031020,PBANKA_0310200,,"conserved Plasmodium protein, unknown function",PF3D7_0213300
PBANKA_031030,PBANKA_0310300,PK7,protein kinase 7,PF3D7_0213400
PBANKA_031040,PBANKA_0310400,,"conserved Plasmodium protein, unknown function",PF3D7_0213500
PBANKA_031050,PBANKA_0310500,,"conserved Plasmodium protein, unknown function",PF3D7_0213600
PBANKA_031060,PBANKA_0310600,,"conserved protein, unknown function",PF3D7_0213700
PBANKA_031070,PBANKA_0310700,,"conserved Plasmodium protein, unknown function",PF3D7_0213800
PBANKA_031080,PBANKA_0310800,,"conserved Plasmodium protein, unknown function",PF3D7_0213900
PBANKA_031090,PBANKA_0310900,CCT8,"T-complex protein 1 subunit theta, putative",PF3D7_0214000
PBANKA_031100,PBANKA_0311000,SEC31,"protein transport protein SEC31, putative",PF3D7_0214100
PBANKA_031110,PBANKA_0311100,,"mitochondrial large ribosomal subunit, putative",PF3D7_0214200
PBANKA_031120,PBANKA_0311200,,"conserved Plasmodium protein, unknown function",PF3D7_0214400
PBANKA_031130,PBANKA_0311300,,"conserved Plasmodium protein, unknown function",PF3D7_0214500
PBANKA_031140,PBANKA_0311400,,"serine/threonine protein kinase, putative",PF3D7_0214600
PBANKA_031150,PBANKA_0311500,,"conserved Plasmodium protein, unknown function",PF3D7_0214700
PBANKA_031160,PBANKA_0311600,,"conserved Plasmodium protein, unknown function",PF3D7_0214800
PBANKA_031170,PBANKA_0311700,RON6,"rhoptry neck protein 6, putative",PF3D7_0214900
PBANKA_031180,PBANKA_0311800,ACS9,"acyl-CoA synthetase, putative",PF3D7_0215300
PBANKA_031190,PBANKA_0311900,,"RING zinc finger protein, putative",PF3D7_0215100
PBANKA_031200,PBANKA_0312000,,"conserved Plasmodium protein, unknown function",PF3D7_0215200
PBANKA_031210,PBANKA_0312100,,"conserved Plasmodium protein, unknown function",PF3D7_0215400
PBANKA_031220,PBANKA_0312200,,"conserved Plasmodium protein, unknown function",PF3D7_0215500
PBANKA_031230,PBANKA_0312300,,"conserved Plasmodium protein, unknown function",PF3D7_0215600
PBANKA_031240,PBANKA_0312400,RPB2,"DNA-directed RNA polymerase II subunit RPB2, putative",PF3D7_0215700
PBANKA_031250,PBANKA_0312500,ORC5,"origin recognition complex subunit 5, putative",PF3D7_0215800
PBANKA_031260,PBANKA_0312600,DHHC11,"palmitoyltransferase, putative",PF3D7_0215900
PBANKA_031270,PBANKA_0312700,,"DEAD/DEAH helicase, putative",PF3D7_0216000
PBANKA_031280,PBANKA_0312800,,"conserved Plasmodium protein, unknown function",PF3D7_0216100
PBANKA_031290,PBANKA_0312900,,"conserved Plasmodium protein, unknown function",PF3D7_0216200
PBANKA_031300,PBANKA_0313000,,"conserved Plasmodium protein, unknown function",PF3D7_0216300
PBANKA_031310,PBANKA_0313100,VPS45,"vacuolar protein sorting-associated protein 45, putative",PF3D7_0216400
PBANKA_031320,PBANKA_0313200,,"conserved Plasmodium protein, unknown function",PF3D7_0216500
PBANKA_031330,PBANKA_0313300,,MtN3-like protein,PF3D7_0216600
PBANKA_031340,PBANKA_0313400,ATG11,"autophagy-related protein 11, putative",#N/A
PBANKA_031350,PBANKA_0313500,,"conserved Plasmodium protein, unknown function",PF3D7_0216800
PBANKA_031360,PBANKA_0313600,,"conserved Plasmodium protein, unknown function",PF3D7_0216900
PBANKA_031370,PBANKA_0313700,,"conserved Plasmodium membrane protein, unknown function",PF3D7_0217000
PBANKA_031380,PBANKA_0313800,,"ATP synthase F1, alpha subunit, putative",PF3D7_0217100
PBANKA_031390,PBANKA_0313900,,"conserved Plasmodium protein, unknown function",PF3D7_0217200
PBANKA_031400,PBANKA_0314000,,"AP-2 complex subunit sigma, putative",PF3D7_0217300
PBANKA_031410,PBANKA_0314100,,"conserved Plasmodium protein, unknown function",PF3D7_0217400
PBANKA_031420,PBANKA_0314200,CDPK1,calcium-dependent protein kinase 1,PF3D7_0217500
PBANKA_031430,PBANKA_0314300,,"conserved Plasmodium protein, unknown function",PF3D7_0217600
PBANKA_031440,PBANKA_0314400,,"E2F-associated phosphoprotein, putative",PF3D7_0217700
PBANKA_031450,PBANKA_0314500,RPS26,"40S ribosomal protein S26, putative",PF3D7_0217800
PBANKA_031460,PBANKA_0314600,,"conserved Plasmodium protein, unknown function",PF3D7_0217900
PBANKA_031470,PBANKA_0314700,RFC2,"replication factor C subunit 2, putative",PF3D7_0218000
PBANKA_031480,PBANKA_0314800,,"conserved Plasmodium membrane protein, unknown function",PF3D7_0218100
PBANKA_031490,PBANKA_0314900,,"conserved Plasmodium protein, unknown function",PF3D7_0218200
PBANKA_031500,PBANKA_0315000,,"apicoplast RNA methyltransferase precursor, putative",PF3D7_0218300
PBANKA_031510,PBANKA_0315100,DDX47,"ATP-dependent RNA helicase DDX47, putative",PF3D7_0218400
PBANKA_031520,PBANKA_0315200,SNRPD2,"small nuclear ribonucleoprotein Sm D2, putative",PF3D7_0218500
PBANKA_031530,PBANKA_0315300,,"conserved Plasmodium protein, unknown function",PF3D7_0218600
PBANKA_031540,PBANKA_0315400,PRP45,"pre-mRNA-processing protein 45, putative",PF3D7_0218700
PBANKA_031560,PBANKA_0315600,,"40S ribosomal protein S30, putative",PF3D7_0219200
PBANKA_031570,PBANKA_0315700,,"conserved Plasmodium protein, unknown function",PF3D7_0219300
PBANKA_031580,PBANKA_0315800,,"ribosome associated membrane protein RAMP4, putative",PF3D7_0219400.1
PBANKA_031590,PBANKA_0315900,,"pseudouridine synthase, putative",PF3D7_0219500
PBANKA_031600,PBANKA_0316000,RFC1,"replication factor C subunit 1, putative",PF3D7_0219600
PBANKA_031610,PBANKA_0316100,,"Plasmodium exported protein, unknown function",#N/A
PBANKA_031620,PBANKA_0316200,,"Plasmodium exported protein, unknown function",#N/A
PBANKA_031630,PBANKA_0316300,,fam-b protein,#N/A
PBANKA_031660,PBANKA_0316600,Pb235,"reticulocyte binding protein, putative",#N/A
PBANKA_031670,PBANKA_0316700,,fam-b protein,#N/A
PBANKA_031680,PBANKA_0316800,EMAP2,erythrocyte membrane associated protein 2,#N/A
PBANKA_031690,PBANKA_0316900,,BIR protein;PIR protein,#N/A
PBANKA_040010,PBANKA_0400100,,BIR protein;PIR protein,#N/A
PBANKA_040030,PBANKA_0722801,,fam-b protein,#N/A
PBANKA_040050,PBANKA_0400500,,BIR protein;PIR protein,#N/A
PBANKA_040060,PBANKA_0400600,,BIR protein;PIR protein,#N/A
PBANKA_040090,PBANKA_0400900,,"conserved Plasmodium protein, unknown function",PF3D7_0301900
PBANKA_040100,PBANKA_0401000,PRP46,"pre-mRNA-splicing factor PRP46, putative",PF3D7_0302000
PBANKA_040110,PBANKA_0401100,SRPK1,"serine/threonine protein kinase, putative",PF3D7_0302100
PBANKA_040120,PBANKA_0401200,ABCB4,"ABC transporter B family member 4, putative",PF3D7_0302600
PBANKA_040130,PBANKA_0401300,,"CDGSH iron-sulfur domain-containing protein, putative",PF3D7_0302700
PBANKA_040140,PBANKA_0401400,,"conserved Plasmodium protein, unknown function",PF3D7_0302800
PBANKA_040150,PBANKA_0401500,,"exportin-1, putative",PF3D7_0302900
PBANKA_040160,PBANKA_0401600,NSF,"N-ethylmaleimide-sensitive fusion protein, putative",PF3D7_0303000
PBANKA_040170,PBANKA_0401700,,"conserved Plasmodium protein, unknown function",PF3D7_0303100
PBANKA_040180,PBANKA_0401800,,"HAD superfamily protein, putative",PF3D7_0303200
PBANKA_040190,PBANKA_0401900,RPB6,"DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative",PF3D7_0303300
PBANKA_040200,PBANKA_0402000,DHHC1,"palmitoyltransferase, putative",PF3D7_0303400
PBANKA_040210,PBANKA_0402100,,"spindle pole body protein, putative",PF3D7_0303500
PBANKA_040220,PBANKA_0402200,Plrx,plasmoredoxin,PF3D7_0303600
PBANKA_040230,PBANKA_0402300,BCKDH-E2,"lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, putative",PF3D7_0303700
PBANKA_040240,PBANKA_0402400,,"IBR domain protein, putative",PF3D7_0303800
PBANKA_040250,PBANKA_0402500,,"phosphatidylethanolamine-binding protein, putative",PF3D7_0303900
PBANKA_040260,PBANKA_0402600,IMC1a,inner membrane complex protein 1a,PF3D7_0304000
PBANKA_040270,PBANKA_0402700,IMC1e,inner membrane complex protein 1e,PF3D7_0304100
PBANKA_040280,PBANKA_0402800,EHD,"EH domain-containing protein, putative",PF3D7_0304200
PBANKA_040290,PBANKA_0402900,,"conserved Plasmodium protein, unknown function",PF3D7_0304300
PBANKA_040300,PBANKA_0403000,RPL44,"60S ribosomal protein L44, putative",PF3D7_0304400
PBANKA_040310,PBANKA_0403100,GLP1,"1-cys-glutaredoxin-like protein-1, putative",PF3D7_0304500
PBANKA_040320,PBANKA_0403200,CSP,circumsporozoite (CS) protein,PF3D7_0304600
